S? TK nh?p_Mã hàng	APP	Gemini	GAP
308514807000_B764-97	40	40	0
308514809210_B764-50	3	3	0
308514825750_B764-31	35	35	0
308514825750_B764-72	50	50	0
308514825750_B764-93	10	10	0
308514825750_B764-97	40	40	0
308514925410_7887035	2	2	0
308514925410_9050315	26	26	0
308514925410_U1200031	17	17	0
308514925410_U1200131	17	17	0
308514925410_U1210115	1	1	0
308514925410_U1310098	2	2	0
308514925410_U6260731	11	11	0
308514925410_U6260758	9	9	0
308515018840_B602-97S	40	40	0
308515374330_B814-31	30	30	0
308515374330_B814-46	16	16	0
308515374330_B814-48	16	16	0
308515374330_B814-54	10	10	0
308515374330_B814-56	10	10	0
308515485410_B974-31	30	30	0
308515485410_B974-36	50	50	0
308515485410_B974-50	10	10	0
308515485410_B974-54	10	10	0
308515485410_B974-56	20	20	0
308515485410_B974-58	7	7	0
308515495060_2200415	45	45	0
308515542660_U1070058	66	66	0
308515566350_B680-97	9	9	0
308515566350_B685-54S	14	14	0
308515566350_B685-56	17	17	0
308515566350_B685-58	2	2	0
308515566350_B685-87	14	14	0
308515566350_B685-92	20	20	0
308515566350_B687-53	4	4	0
308515566350_B687-56W1	10	10	0
308515566350_B687-58W1	9	9	0
308515566350_B687-99	12	12	0
308515566350_B974-31	30	30	0
308515572800_4570499040	1	1	0
308515572800_B2614-157W1	1	1	0
308515572800_B2614-31W1	2	2	0
308515572800_B2614-36	3	3	0
308515572800_B2614-46W1	2	2	0
308515572800_B2617-171	3	3	0
308515572800_B2617-31W1	2	2	0
308515572800_B2617-54W1	3	3	0
308515572800_B2617-56W1	1	1	0
308515572800_B2617-57	3	3	0
308515572800_B2617-58W1	1	1	0
308515572800_B2617-91W9	11	11	0
308515572800_B2618-54W1	2	2	0
308515572800_B2618-57	3	3	0
308515572800_EB1811-231	5	5	0
308515572800_EB1864-231	10	10	0
308515572800_EB1865-111	5	5	0
308515572800_EB1865-156	2	2	0
308515572800_EB1865-231	11	11	0
308515572800_EB2270-182	13	13	0
308515572800_EB2444-113	6	6	0
308515572800_EB2444-157	6	6	0
308515572800_EB2444-231	4	4	0
308515572800_EB3392-231	8	8	0
308515572800_EB3660-112	7	7	0
308515572800_EB3660-113	9	9	0
308515572800_EB3660-231	22	22	0
308515572800_EB4121-231	6	6	0
308515572800_EB9630-245	3	3	0
308515572800_EB9630-253	2	2	0
308515572800_EB9630-261	7	7	0
308515572800_EB9630-52	1	1	0
308515572800_EB9630-55	1	1	0
308515572800_EB9630-84	3	3	0
308515572800_EB9630-89	4	4	0
308515572800_EB9630-95	2	2	0
308515572800_EW0446-124	1	1	0
308515572800_M00741W2	4	4	0
308515572800_M13531W2	3	3	0
308515572800_M13541US	4	4	0
308515572800_M13631W2	3	3	0
308515572800_M13641US	4	4	0
308515572800_M14041US	1	1	0
308515572800_M14131W2	1	1	0
308515572800_M58931US	1	1	0
308515572800_M60X32US	4	4	0
308515572800_M60X42US	25	25	0
308515572800_M60X42W2	1	1	0
308515572800_W287-68	19	19	0
308515572800_W440-68	7	7	0
308515592400_U6600013	33	33	0
308515592400_U6600014	33	33	0
308515592400_U6600015	3	3	0
308515688850_1210312	53	53	0
308515688850_1210412	25	25	0
308515731440_2420535	2	2	0
308515731440_4340227	8	8	0
308515731440_4340327	6	6	0
308515731440_5390218	15	15	0
308515731440_6190466	5	5	0
308515731440_7260017	1	1	0
308515731440_9140525	1	1	0
308515731440_9140625	1	1	0
308515731440_9360558	15	15	0
308515731440_U1033077	5	5	0
308515731440_U1033098	2	2	0
308515731440_U1400031	1	1	0
308515731440_U1400058	3	3	0
308515731440_U1400158	1	1	0
308515731440_U6260647	1	1	0
308515731440_U6260758	1	1	0
308515731440_U6260762	1	1	0
308515865950_U6600013	33	33	0
308515865950_U6600014	33	33	0
308515865950_U6600015	3	3	0
308515913920_U1090215	2	2	0
308515913920_U1090218	12	12	0
308515913920_U6600015	21	21	0
308516349210_3940216	13	13	0
308516349210_5020577	25	25	0
308516349210_5760435	10	10	0
308516349210_9210365	12	12	0
308516349210_9210465	3	3	0
308516372900_D194-01	2	2	0
308516372900_D194-15	10	10	0
308516372900_D394-024	80	80	0
308516372900_D394-124	140	140	0
308516372900_D396-01	66	66	0
308516372900_D396-223	44	44	0
308516372900_D423-223	44	44	0
308516372900_D546-724	48	48	0
308516372900_D689-01	44	44	0
308516380010_3940216	11	11	0
308516380010_3940217	13	13	0
308516380010_5020577	14	14	0
308516380010_5020677	4	4	0
308516380010_5760435	4	4	0
308516380010_9210365	12	12	0
308516380010_9210465	6	6	0
308516382110_6730530	27	27	0
308516382110_6730557	20	20	0
308516382110_6730564	42	42	0
308516403000_B974-74	17	17	0
308516403000_B974-76	41	41	0
308516403000_B974-77	18	18	0
308516403000_B974-78	48	48	0
308516403000_B974-95	2	2	0
308516462350_3940216	6	6	0
308516462350_3940217	8	8	0
308516462350_5020555	8	8	0
308516462350_5020577	6	6	0
308516462350_5020677	12	12	0
308516462350_5760435	2	2	0
308516462350_9210365	12	12	0
308516462350_9210465	13	13	0
308516663950_2140699	5	5	0
308516663950_3810425	16	16	0
308516663950_5670415	16	16	0
308516663950_6100313	9	9	0
308516663950_6100462	27	27	0
308516663950_9140689	1	1	0
308516747840_3940216	1	1	0
308516747840_3940217	13	13	0
308516747840_5020546	8	8	0
308516747840_5020555	12	12	0
308516747840_5020677	2	2	0
308516747840_5760435	16	16	0
308516747840_9210465	5	5	0
308516876530_5390215	11	11	0
308516876530_9050315	20	20	0
308516876530_9050318	12	12	0
308516876530_U6260758	5	5	0
308516876640_1850743	22	22	0
308516876640_3140238021	1	1	0
308516876640_3140238030	1	1	0
308516876640_3140238130	2	2	0
308516876640_3140238230	2	2	0
308516876640_3140238351	1	1	0
308516876640_3710618084	1	1	0
308516876640_3940217	4	4	0
308516876640_5020555	4	4	0
308516876640_5590261	27	27	0
308516876640_5760435	8	8	0
308516876640_6100462	7	7	0
308516895060_4340317	5	5	0
308516895060_5080538	11	11	0
308516895060_6190416	1	1	0
308516895060_6190417	4	4	0
308516895060_6190467	2	2	0
308516895060_7260034	1	1	0
308516895060_7857035	6	6	0
308516895060_7857038	1	1	0
308516895060_8721335	2	2	0
308516895060_8721416	2	2	0
308516895060_8721417	3	3	0
308516895060_8721435	9	9	0
308516895060_9620535	3	3	0
308516911860_3940217	8	8	0
308516911860_5020546	39	39	0
308516911860_5020555	15	15	0
308516911860_5760438	12	12	0
308516911860_9210465	1	1	0
308516981420_D394-423	106	106	0
308516981420_D398-325	6	6	0
308516981420_D542-130	44	44	0
308516981420_D689-60	6	6	0
308516981420_T518-6	40	40	0
308516987830_3940216	4	4	0
308516987830_3940217	19	19	0
308516987830_5020546	2	2	0
308516987830_5020555	14	14	0
308516987830_5020677	11	11	0
308516987830_6100313	18	18	0
308516987830_9210465	5	5	0
308517085460_2200318	6	6	0
308517085460_2200415	1	1	0
308517085460_2200418	8	8	0
308517085460_U1070062	12	12	0
308517085460_U1070077	5	5	0
308517085460_U1090015	2	2	0
308517085460_U1090215	8	8	0
308517085460_U1090218	1	1	0
308517196060_3940217	12	12	0
308517196060_5020546	1	1	0
308517196060_5020555	6	6	0
308517196060_5020677	12	12	0
308517196060_5760438	20	20	0
308517347040_B733-54	55	55	0
308517347040_B733-56	23	23	0
308517347040_B733-78	5	5	0
308517347040_T523-7	2	2	0
308517347040_T776-1	43	43	0
308517347040_T776-3	67	67	0
308517347040_T776-4	16	16	0
308517347040_W808-68	14	14	0
308517358500_3940217	8	8	0
308517358500_5020546	40	40	0
308517358500_5020555	7	7	0
308517358500_5020577	1	1	0
308517358500_5020655	8	8	0
308517358500_5760438	4	4	0
308517358500_9210265	1	1	0
308517358500_9210465	6	6	0
308517358500_9810377	1	1	0
308517447250_B733-31	15	15	0
308517447250_B733-36	100	100	0
308517447250_B733-57	11	11	0
308517447250_B733-76	20	20	0
308517447250_B733-92	65	65	0
308517447250_B733-94	1	1	0
308517447250_B733-95	3	3	0
308517910320_2820288	15	15	0
308517910320_5390215	14	14	0
308517910320_9050318	13	13	0
308517910320_U1200131	6	6	0
308517910320_U1210013	3	3	0
308517910320_U4380887	1	1	0
308517938910_1850743	2	2	0
308517938910_5020546	16	16	0
308517938910_5590361	7	7	0
308517938910_5670415	18	18	0
308517938910_5930247	10	10	0
308517938910_6070318	6	6	0
308517938910_9140589	1	1	0
308517938910_9140689	2	2	0
308517946720_B689-54	40	40	0
308517946720_B689-56	23	23	0
308517946720_B689-57	71	71	0
308517946720_B689-92	52	52	0
308517946720_B764-97	50	50	0
308518028360_2820288	17	17	0
308518028360_5390215	13	13	0
308518028360_9050318	12	12	0
308518028360_U1210115	9	9	0
308518221010_3977117	2	2	0
308518221010_8721338	7	7	0
308518221010_8721438	2	2	0
308518221010_9620535	15	15	0
308518221010_9620538	17	17	0
308518249600_6730517	61	61	0
308518249600_A3000705	1	1	0
308518249600_A3000740	8	8	0
308518249600_A3000749	2	2	0
308518249600_A3000750	3	3	0
308518249600_B2721-53	2	2	0
308518249600_B2721-86	4	4	0
308518249600_B2721-87	2	2	0
308518249600_B834-81	8	8	0
308518249600_B954-74	10	10	0
308518249600_B954-76W1	3	3	0
308518275610_B697-31	20	20	0
308518275610_B697-46	15	15	0
308518275610_B697-92	45	45	0
308518275610_B779-78	26	26	0
308518275610_B779-98	40	40	0
308518347820_B697-31	20	20	0
308518347820_B697-46	15	15	0
308518347820_B697-92	45	45	0
308518347820_B779-78	26	26	0
308518347820_B779-98	40	40	0
308518377110_2110564	8	8	0
308518377110_5020555	2	2	0
308518377110_5020655	13	13	0
308518377110_5020677	1	1	0
308518377110_5760438	19	19	0
308518404150_B697-176	24	24	0
308518404150_B697-298	19	19	0
308518404150_B697-299	26	26	0
308518404150_B779-58W1	7	7	0
308518404150_B922-31	20	20	0
308518404150_B922-56W1	6	6	0
308518404150_B922-58W1	8	8	0
308518404150_B922-93W9	11	11	0
308518545810_B602-157	52	52	0
308518545810_B602-158	15	15	0
308518545810_B602-54S	16	16	0
308518545810_B602-94S	2	2	0
308518545810_B602-97S	51	51	0
308518910250_7670217	30	30	0
308518910250_9212146	36	36	0
308518910250_U1070131	12	12	0
308518910250_U1070157	21	21	0
308518995100_1964066	13	13	0
308518995100_2820125	9	9	0
308518995100_4070912	6	6	0
308518995100_7857038	6	6	0
308518995100_8721438	10	10	0
308518995100_9620538	3	3	0
308519015140_5020546	21	21	0
308519015140_5020655	13	13	0
308519015140_5590261	17	17	0
308519015140_5590361	15	15	0
308519015140_5910677	17	17	0
308519015140_6100462	1	1	0
308519064400_5390213	3	3	0
308519064400_5390215	19	19	0
308519064400_9050318	6	6	0
308519064400_U1210013	9	9	0
308519064400_U1210115	20	20	0
308519117600_2820125	8	8	0
308519117600_4070912	13	13	0
308519117600_4460438	2	2	0
308519117600_9620523	1	1	0
308519117600_U1200077	15	15	0
308519117600_U1200177	1	1	0
308519117600_U1230060	1	1	0
308519117600_U6260777	12	12	0
308519117600_U6260779	3	3	0
308519117600_U6260797	2	2	0
308519130160_3940217	3	3	0
308519130160_5020546	1	1	0
308519130160_5760438	20	20	0
308519130160_5910677	2	2	0
308519130160_7550938	10	10	0
308519137530_2110464	13	13	0
308519137530_2110564	8	8	0
308519137530_2430338	1	1	0
308519137530_5020546	5	5	0
308519137530_5020556	8	8	0
308519137530_5020655	3	3	0
308519137530_5560435	3	3	0
308519137530_5560438	7	7	0
308519137530_5760438	4	4	0
308519137530_5910677	1	1	0
308519137530_7550938	1	1	0
308519179200_2110421	8	8	0
308519179200_2140699	1	1	0
308519179200_2410123	8	8	0
308519179200_4450425	11	11	0
308519179200_5020555	1	1	0
308519179200_5020556	4	4	0
308519179200_5020656	8	8	0
308519179200_5590361	6	6	0
308519179200_5760438	1	1	0
308519179200_5910621	1	1	0
308519179200_6100462	1	1	0
308519179200_9140586	8	8	0
308519179200_9810377	1	1	0
308519182220_2110464	2	2	0
308519182220_2110465	6	6	0
308519182220_2410121	9	9	0
308519182220_2410123	1	1	0
308519182220_4570416	1	1	0
308519182220_5020556	21	21	0
308519182220_5020656	8	8	0
308519182220_5910677	8	8	0
308519182220_7660677	2	2	0
308519182220_7790164	12	12	0
308519196660_1850788	3	3	0
308519196660_2110421	3	3	0
308519196660_2110465	4	4	0
308519196660_5020677	2	2	0
308519196660_5670415	12	12	0
308519196660_5910621	2	2	0
308519196660_5930247	8	8	0
308519196660_6320415	1	1	0
308519196660_7660677	12	12	0
308519196660_7790164	4	4	0
308519213020_4450525	19	19	0
308519213020_4570455	12	12	0
308519213020_7660677	20	20	0
308519213020_7790164	16	16	0
308519217110_2510246	3	3	0
308519217110_4310414	5	5	0
308519217110_5020556	14	14	0
308519217110_7361114	5	5	0
308519217110_7660677	24	24	0
308519217110_7790164	16	16	0
308519220020_2420425	22	22	0
308519220020_2820288	1	1	0
308519220020_5390215	5	5	0
308519220020_U1200031	1	1	0
308519220020_U1210013	21	21	0
308519220020_U1210113	20	20	0
308519220020_U1210115	6	6	0
308519220020_U1230058	9	9	0
308519220020_U6260762	8	8	0
308519231330_2110465	1	1	0
308519231330_4570455	3	3	0
308519231330_4570456	8	8	0
308519231330_5020516	4	4	0
308519231330_7660677	4	4	0
308519231330_7790164	38	38	0
308519231700_4310414	1	1	0
308519231700_4570456	6	6	0
308519231700_5020516	4	4	0
308519231700_5020556	2	2	0
308519231700_6780714	1	1	0
308519231700_7361114	5	5	0
308519231700_7660677	40	40	0
308519231700_7790164	4	4	0
308519231700_9200514	13	13	0
308519231920_2430517	2	2	0
308519231920_2590366	18	18	0
308519231920_4450525	12	12	0
308519231920_5760414	20	20	0
308519231920_7790164	12	12	0
308519233540_2590367	9	9	0
308519233540_2590377	6	6	0
308519233540_4570456	1	1	0
308519233540_5020516	31	31	0
308519233650_1127038	13	13	0
308519233650_7360946	1	1	0
308519233650_7670217	6	6	0
308519233650_7947038	2	2	0
308519233650_U1070131	18	18	0
308519233650_U1070158	36	36	0
308519234460_1320123	3	3	0
308519234460_2590366	3	3	0
308519234460_2590367	1	1	0
308519234460_2590377	12	12	0
308519234460_5760414	16	16	0
308519234460_7310914	8	8	0
308519234460_7660677	2	2	0
308519234460_7790164	26	26	0
308519234460_8150514	4	4	0
308519234460_9200514	1	1	0
308519234500_1320123	2	2	0
308519234500_2590377	30	30	0
308519234500_4570416	1	1	0
308519234500_5020516	1	1	0
308519234500_5020616	6	6	0
308519234500_5430494	3	3	0
308519234500_7790164	14	14	0
308519234610_2590367	25	25	0
308519234610_8131038	8	8	0
308519238550_2590367	1	1	0
308519238550_2770566	2	2	0
308519238550_4860218	22	22	0
308519238550_8131038	10	10	0
308519238920_2590308	8	8	0
308519238920_2590377	30	30	0
308519238920_5020616	12	12	0
308519238920_5430494	3	3	0
308519238920_7780414	1	1	0
308519238920_7780514	8	8	0
308519241350_1320135	3	3	0
308519241350_2590308	8	8	0
308519241350_2590377	2	2	0
308519241350_4320677	13	13	0
308519241350_4840449	1	1	0
308519241350_4860218	13	13	0
308519241350_5020617	5	5	0
308519241350_5020634	8	8	0
308519491030_1964077	6	6	0
308519491030_5950418	5	5	0
308519491030_7887035	4	4	0
308519491030_9050318	1	1	0
308519491030_9620535	1	1	0
308519491030_U1200018	3	3	0
308519491030_U1200177	16	16	0
308519491030_U1210113	2	2	0
308519491030_U1210115	1	1	0
308519491030_U1210215	1	1	0
308519491030_U1230058	15	15	0
308519491030_U6260613	10	10	0
308519491030_U6260762	3	3	0
308519631950_D922-01	136	136	0
308519631950_D923-01	200	200	0
308519837900_U1070058	41	41	0
308519837900_U1070062	25	25	0
308519888040_U1160113A	20	20	0
308519888040_U1160115A	19	19	0
308519888040_U1160118A	19	19	0
308519920350_U1070062	66	66	0
308519961760_U1070057	30	30	0
308519961760_U1090015	30	30	0
308520075900_2410121	1	1	0
308520075900_2530277	2	2	0
308520075900_2540414	1	1	0
308520075900_3730714	4	4	0
308520075900_4570416	5	5	0
308520075900_4570455	2	2	0
308520075900_4570477	9	9	0
308520075900_4570499	1	1	0
308520075900_5020517	5	5	0
308520075900_5020546	2	2	0
308520075900_5760438	1	1	0
308520075900_6100313	3	3	0
308520075900_6590797	2	2	0
308520075900_7310914	2	2	0
308520075900_7550914	3	3	0
308520075900_7550938	1	1	0
308520075900_7660677	4	4	0
308520075900_7780414	11	11	0
308520075900_7780514	1	1	0
308520075900_7790117	3	3	0
308520075900_7790164	2	2	0
308520075900_8131038	1	1	0
308520075900_8721408	1	1	0
308520075900_9270507	2	2	0
308520075900_U1033079	1	1	0
308520075900_U1033097	1	1	0
308520166420_1610213	1	1	0
308520166420_4570499	7	7	0
308520166420_4660525	11	11	0
308520166420_5020517	2	2	0
308520166420_5430494	4	4	0
308520166420_5670415	1	1	0
308520166420_5930147	7	7	0
308520166420_7790117	4	4	0
308520166420_7790164	4	4	0
308520166420_9810315	3	3	0
308520166420_U4380998	15	15	0
308520234760_2510246	1	1	0
308520234760_4570499	8	8	0
308520234760_4860218	1	1	0
308520234760_4860268	1	1	0
308520234760_5020517	27	27	0
308520234760_7790117	9	9	0
308520234760_7790164	3	3	0
308520234760_8131038	1	1	0
308520561550_D546-01	90	90	0
308520561550_T796-7	16	16	0
308520590250_2510277	3	3	0
308520590250_4570499	9	9	0
308520590250_4860268	6	6	0
308520590250_5020517	7	7	0
308520590250_6590677	8	8	0
308520590250_7790117	12	12	0
308520590250_8290208	3	3	0
308520610220_P014-827	1	1	0
308520610220_P019-827	1	1	0
308520610220_P111-820	8	8	0
308520610220_P221-113	3	3	0
308520727450_P587-124	5	5	0
308520727450_P587-601A	6	6	0
308520727450_P587-602A	3	3	0
308520727450_P587-625	2	2	0
308520727450_P587-665	2	2	0
308520727450_P587-703	2	2	0
308520727450_P587-835	1	1	0
308520727450_P798-601A	12	12	0
308520727450_P798-625	3	3	0
308520727450_P798-701	12	12	0
308520727450_P798-702	10	10	0
308520727450_P798-814	10	10	0
308520727450_P798-821	20	20	0
308520727450_P798-835	10	10	0
308520727450_P798-838	10	10	0
308520735300_1320135	2	2	0
308520735300_2110465	1	1	0
308520735300_2590308	26	26	0
308520735300_2590377	10	10	0
308520735300_4320608	10	10	0
308520735300_5020616	2	2	0
308520735300_5020634	2	2	0
308520735300_7790117	2	2	0
308520735300_7790164	4	4	0
308520735300_9810315	2	2	0
308520766430_B779-92	168	168	0
308520826960_4570477	6	6	0
308520826960_5020517	4	4	0
308520826960_5020617	3	3	0
308520826960_5670415	1	1	0
308520826960_6147038	12	12	0
308520826960_6590660	19	19	0
308520826960_6590760	9	9	0
308520826960_6590777	8	8	0
308520826960_7790117	6	6	0
308520826960_9810315	1	1	0
308520841000_B779-92	168	168	0
308520847960_D388-024	88	88	0
308520847960_D388-13	42	42	0
308520847960_D398-01	46	46	0
308520847960_D398-325	5	5	0
308520847960_D856-01	200	200	0
308520847960_D856-35	38	38	0
308520847960_D856-60	2	2	0
308520847960_T518-8	30	30	0
308520943160_4570477	1	1	0
308520943160_4860218	6	6	0
308520943160_5020517	1	1	0
308520943160_5020617	23	23	0
308520943160_6147038	4	4	0
308520943160_7790117	12	12	0
308520988440_D615-02	314	314	0
308520988440_D615-03	180	180	0
308520988440_D615-06	20	20	0
308520988440_D984-01	56	56	0
308521045620_U1200118	3	3	0
308521045620_U1210013	3	3	0
308521045620_U1210113	12	12	0
308521045620_U1210213	17	17	0
308521045620_U1210215	12	12	0
308521045620_U6260613	14	14	0
308521045620_U6260658	14	14	0
308521088800_4660525	1	1	0
308521088800_5320425	17	17	0
308521088800_5430494	18	18	0
308521088800_5670415	7	7	0
308521088800_6030529	18	18	0
308521088800_6100362	8	8	0
308521088800_6590658	14	14	0
308521097640_D594-124	20	20	0
308521097640_D602-124	32	32	0
308521097640_D642-32	22	22	0
308521097640_D736-01	62	62	0
308521097640_D736-124	54	54	0
308521097640_T901-9	54	54	0
308521102760_D736-60	6	6	0
308521195750_1000677	6	6	0
308521195750_2510277	1	1	0
308521195750_4320677	2	2	0
308521195750_4570477	3	3	0
308521195750_5020517	1	1	0
308521195750_5020617	8	8	0
308521195750_6147035	6	6	0
308521195750_6590658	1	1	0
308521195750_6590777	4	4	0
308521195750_7361077	1	1	0
308521195750_7361177	5	5	0
308521195750_7430577	4	4	0
308521195750_7790117	14	14	0
308521195750_7790164	2	2	0
308521257500_B414-21	30	30	0
308521257500_B414-92	80	80	0
308521257500_T757-3	5	5	0
308521257500_T757-9	11	11	0
308521257500_T814-3	30	30	0
308521257500_T814-4	20	20	0
308521257500_T814-5	3	3	0
308521309740_D199-01	20	20	0
308521309740_D383-223	44	44	0
308521309740_D388-124	228	228	0
308521309740_D388-224	60	60	0
308521309740_D398-223	22	22	0
308521309740_D398-325	25	25	0
308521309740_D399-124	86	86	0
308521316960_2510277	3	3	0
308521316960_4570477	3	3	0
308521316960_4860268	3	3	0
308521316960_5020517	10	10	0
308521316960_5020617	8	8	0
308521316960_6590660	14	14	0
308521316960_6590677	8	8	0
308521316960_6590777	4	4	0
308521316960_7790117	9	9	0
308521497450_1964077	8	8	0
308521497450_4070912	14	14	0
308521497450_5950418	18	18	0
308521497450_U1200146	18	18	0
308521497450_U1200177	3	3	0
308521497450_U6260679	2	2	0
308521497450_U6260697	2	2	0
308521682140_4070912	33	33	0
308521682140_4340264	35	35	0
308521682140_5660323	1	1	0
308521682140_5950518	2	2	0
308521682140_U1200146	3	3	0
308521682140_U1230046	5	5	0
308521682140_U1230077	2	2	0
308521682140_U6260677	9	9	0
308521715410_1000677	6	6	0
308521715410_2590364	3	3	0
